experiment_id,page_size_P,alpha_max,seed,num_inserted_records,num_successful_searches,num_unsuccessful_searches,initial_buckets,final_primary_buckets,final_overflow_pages,final_total_pages,final_total_records,final_load_factor_global,real_space_utilization,overflow_page_percentage,num_splits,final_level,final_split_pointer,insert_total_page_accesses,insert_avg_page_accesses,successful_search_total_page_accesses,successful_search_avg_page_accesses,unsuccessful_search_total_page_accesses,unsuccessful_search_avg_page_accesses,insert_runtime_ms,successful_search_runtime_ms,unsuccessful_search_runtime_ms,total_runtime_ms
p70_a075_s45,70,0.75,45,100000,5000,5000,4,1085,961,2046,100000,0.698227,0.698227,46.969697,1081,8,61,528863,5.28863,6319,1.2638,9676,1.9352,606.167665,2.394242,4.698524,685.030738
p70_a075_s46,70,0.75,46,100000,5000,5000,4,1077,969,2046,100000,0.698227,0.698227,47.360704,1073,8,53,528099,5.28099,6310,1.262,9752,1.9504,581.37018,2.765531,5.197823,659.949234
p70_a080_s42,70,0.8,42,100000,5000,5000,4,967,1028,1995,100000,0.716076,0.716076,51.528822,963,7,455,585661,5.85661,6804,1.3608,10571,2.1142,545.182818,2.823279,5.243469,627.446778
p70_a080_s43,70,0.8,43,100000,5000,5000,4,923,1036,1959,100000,0.729235,0.729235,52.884125,919,7,411,567412,5.67412,7062,1.4124,11109,2.2218,545.362262,3.034114,5.411877,627.110253
p70_a080_s44,70,0.8,44,100000,5000,5000,4,850,1051,1901,100000,0.751484,0.751484,55.286691,846,7,338,605631,6.05631,7468,1.4936,11927,2.3854,497.365717,3.264209,6.398099,565.750347
p70_a080_s45,70,0.8,45,100000,5000,5000,4,900,1043,1943,100000,0.73524,0.73524,53.679876,896,7,388,606261,6.06261,7167,1.4334,11425,2.285,523.822297,2.853385,5.836035,602.335713
p70_a080_s46,70,0.8,46,100000,5000,5000,4,843,1050,1893,100000,0.75466,0.75466,55.467512,839,7,331,601364,6.01364,7552,1.5104,12102,2.4204,509.081752,3.191376,6.630381,594.444188
p70_a090_s42,70,0.9,42,100000,5000,5000,4,454,1139,1593,100000,0.896781,0.896781,71.500314,450,6,198,1128210,11.2821,11292,2.2584,18909,3.7818,417.278619,5.572664,11.051959,504.368929
p70_a090_s43,70,0.9,43,100000,5000,5000,4,428,1166,1594,100000,0.896218,0.896218,73.14931,424,6,172,1107454,11.07454,11957,2.3914,20582,4.1164,414.354461,6.194127,12.061819,502.483882
p70_a090_s44,70,0.9,44,100000,5000,5000,4,414,1174,1588,100000,0.899604,0.899604,73.929471,410,6,158,1138519,11.38519,12324,2.4648,21044,4.2088,427.165165,6.209568,12.013052,505.159158
p70_a090_s45,70,0.9,45,100000,5000,5000,4,431,1157,1588,100000,0.899604,0.899604,72.858942,427,6,175,1156569,11.56569,11793,2.3586,20337,4.0674,425.593954,5.950435,11.814273,502.218913
p70_a090_s46,70,0.9,46,100000,5000,5000,4,449,1146,1595,100000,0.895656,0.895656,71.84953,445,6,193,1152774,11.52774,11350,2.27,19284,3.8568,425.405712,5.279236,10.96355,501.116789
p70_a095_s42,70,0.95,42,100000,5000,5000,4,158,1351,1509,100000,0.946701,0.946701,89.52949,154,5,30,1986835,19.86835,27491,5.4982,51967,10.3934,608.088597,14.998579,30.986289,723.679768
p70_a095_s43,70,0.95,43,100000,5000,5000,4,161,1350,1511,100000,0.945448,0.945448,89.344805,157,5,33,2048164,20.48164,26900,5.38,51381,10.2762,631.008742,14.913114,28.855085,735.478231
p70_a095_s44,70,0.95,44,100000,5000,5000,4,164,1349,1513,100000,0.944198,0.944198,89.160608,160,5,36,2039476,20.39476,26829,5.3658,50691,10.1382,624.1454,14.521457,29.941759,744.751113
p70_a095_s45,70,0.95,45,100000,5000,5000,4,160,1347,1507,100000,0.947957,0.947957,89.38288,156,5,32,2031844,20.31844,27221,5.4442,51251,10.2502,626.006495,14.889953,30.410545,745.939216
p70_a095_s46,70,0.95,46,100000,5000,5000,4,162,1348,1510,100000,0.946074,0.946074,89.271523,158,5,34,2002275,20.02275,26796,5.3592,51144,10.2288,621.151469,15.403416,30.154963,726.224002
p80_a040_s42,80,0.4,42,100000,5000,5000,4,3125,0,3125,100000,0.4,0.4,0.0,3121,9,1077,447854,4.47854,5000,1.0,5000,1.0,1185.168999,1.328009,2.32731,1246.35363
p80_a040_s43,80,0.4,43,100000,5000,5000,4,3125,0,3125,100000,0.4,0.4,0.0,3121,9,1077,447879,4.47879,5000,1.0,5000,1.0,1185.170514,1.245754,2.068315,1268.133405
p80_a040_s44,80,0.4,44,100000,5000,5000,4,3125,0,3125,100000,0.4,0.4,0.0,3121,9,1077,447749,4.47749,5000,1.0,5000,1.0,1173.893827,1.54863,2.235731,1253.123256
p80_a040_s45,80,0.4,45,100000,5000,5000,4,3125,0,3125,100000,0.4,0.4,0.0,3121,9,1077,448065,4.48065,5000,1.0,5000,1.0,1164.120936,1.521573,2.364535,1225.44473
p80_a040_s46,80,0.4,46,100000,5000,5000,4,3125,0,3125,100000,0.4,0.4,0.0,3121,9,1077,447626,4.47626,5000,1.0,5000,1.0,1205.830982,1.275878,2.083928,1268.695444
p80_a050_s42,80,0.5,42,100000,5000,5000,4,2500,0,2500,100000,0.5,0.5,0.0,2496,9,452,450864,4.50864,5000,1.0,5000,1.0,959.834123,1.655181,2.522927,1029.558395
p80_a050_s43,80,0.5,43,100000,5000,5000,4,2500,0,2500,100000,0.5,0.5,0.0,2496,9,452,450812,4.50812,5000,1.0,5000,1.0,948.297492,1.433725,2.480476,1010.622154
p80_a050_s44,80,0.5,44,100000,5000,5000,4,2500,0,2500,100000,0.5,0.5,0.0,2496,9,452,450944,4.50944,5000,1.0,5000,1.0,958.936892,1.517713,2.642857,1033.416708
p80_a050_s45,80,0.5,45,100000,5000,5000,4,2500,0,2500,100000,0.5,0.5,0.0,2496,9,452,450630,4.5063,5000,1.0,5000,1.0,990.640159,1.478222,2.380765,1053.776418
p80_a050_s46,80,0.5,46,100000,5000,5000,4,2500,0,2500,100000,0.5,0.5,0.0,2496,9,452,450432,4.50432,5000,1.0,5000,1.0,972.294994,1.824815,2.78713,1037.817067
p80_a060_s42,80,0.6,42,100000,5000,5000,4,2084,0,2084,100000,0.599808,0.599808,0.0,2080,9,36,504497,5.04497,5000,1.0,5000,1.0,752.696456,1.468268,2.418047,830.582153
p80_a060_s43,80,0.6,43,100000,5000,5000,4,2084,0,2084,100000,0.599808,0.599808,0.0,2080,9,36,505195,5.05195,5000,1.0,5000,1.0,743.613689,1.389514,2.553378,807.383835
p80_a060_s44,80,0.6,44,100000,5000,5000,4,2084,0,2084,100000,0.599808,0.599808,0.0,2080,9,36,502602,5.02602,5000,1.0,5000,1.0,756.773167,1.486175,2.767479,829.392554
p80_a060_s45,80,0.6,45,100000,5000,5000,4,2084,0,2084,100000,0.599808,0.599808,0.0,2080,9,36,502868,5.02868,5000,1.0,5000,1.0,737.688408,1.333097,2.781994,810.617082
p80_a060_s46,80,0.6,46,100000,5000,5000,4,2084,0,2084,100000,0.599808,0.599808,0.0,2080,9,36,500256,5.00256,5000,1.0,5000,1.0,758.263573,1.505563,2.707655,821.719548
p80_a075_s42,80,0.75,42,100000,5000,5000,4,1103,905,2008,100000,0.62251,0.62251,45.069721,1099,8,79,531883,5.31883,5886,1.1772,9385,1.877,582.801658,2.545052,4.907901,667.021142
p80_a075_s43,80,0.75,43,100000,5000,5000,4,1097,907,2004,100000,0.623752,0.623752,45.259481,1093,8,73,530715,5.30715,5859,1.1718,9450,1.89,579.577708,2.445843,4.487971,710.234303
p80_a075_s44,80,0.75,44,100000,5000,5000,4,1090,911,2001,100000,0.624688,0.624688,45.527236,1086,8,66,530016,5.30016,5843,1.1686,9463,1.8926,556.785355,2.351957,4.715593,631.050491
p80_a075_s45,80,0.75,45,100000,5000,5000,4,1092,908,2000,100000,0.625,0.625,45.4,1088,8,68,533510,5.3351,5842,1.1684,9408,1.8816,560.551584,2.488692,4.463994,626.419191
p80_a075_s46,80,0.75,46,100000,5000,5000,4,1083,929,2012,100000,0.621272,0.621272,46.172962,1079,8,59,531098,5.31098,5827,1.1654,9555,1.911,577.194117,2.543636,4.805049,655.55647
p80_a080_s42,80,0.8,42,100000,5000,5000,4,990,981,1971,100000,0.634196,0.634196,49.771689,986,7,478,582963,5.82963,6129,1.2258,10082,2.0164,511.909241,2.534958,4.864574,588.632607
p80_a080_s43,80,0.8,43,100000,5000,5000,4,991,978,1969,100000,0.63484,0.63484,49.669883,987,7,479,568790,5.6879,6109,1.2218,10105,2.021,532.675935,2.74496,4.919653,600.783045
p80_a080_s44,80,0.8,44,100000,5000,5000,4,939,985,1924,100000,0.649688,0.649688,51.195426,935,7,427,568646,5.68646,6395,1.279,10608,2.1216,512.969927,2.705918,5.329352,591.360656
p80_a080_s45,80,0.8,45,100000,5000,5000,4,943,976,1919,100000,0.651381,0.651381,50.859823,939,7,431,584961,5.84961,6332,1.2664,10551,2.1102,501.282799,2.860408,5.341426,571.464471
p80_a080_s46,80,0.8,46,100000,5000,5000,4,867,995,1862,100000,0.671321,0.671321,53.437164,863,7,355,575527,5.75527,6800,1.36,11421,2.2842,497.059252,2.895591,5.902132,597.878124
p80_a090_s42,80,0.9,42,100000,5000,5000,4,299,1093,1392,100000,0.897989,0.897989,78.520115,295,6,43,1020741,10.20741,13924,2.7848,24842,4.9684,405.085344,7.510439,14.930387,490.163621
p80_a090_s43,80,0.9,43,100000,5000,5000,4,330,1081,1411,100000,0.885897,0.885897,76.612332,326,6,74,1001938,10.01938,13100,2.62,23314,4.6628,413.987922,7.908335,15.595627,521.590148
p80_a090_s44,80,0.9,44,100000,5000,5000,4,317,1077,1394,100000,0.8967,0.8967,77.259684,313,6,61,1050507,10.50507,13366,2.6732,23567,4.7134,423.713674,8.254105,15.46048,508.267832
p80_a090_s45,80,0.9,45,100000,5000,5000,4,326,1088,1414,100000,0.884017,0.884017,76.944837,322,6,70,1066439,10.66439,13334,2.6668,23604,4.7208,427.279458,8.185805,15.520696,522.461945
p80_a090_s46,80,0.9,46,100000,5000,5000,4,304,1095,1399,100000,0.893495,0.893495,78.270193,300,6,48,1056795,10.56795,13618,2.7236,24656,4.9312,409.60156,7.427264,15.777845,506.986747
p80_a095_s42,80,0.95,42,100000,5000,5000,4,143,1175,1318,100000,0.948407,0.948407,89.150228,139,5,15,1918990,19.1899,25739,5.1478,48348,9.6696,643.243421,16.129942,30.730376,753.588831
p80_a095_s43,80,0.95,43,100000,5000,5000,4,144,1173,1317,100000,0.949127,0.949127,89.066059,140,5,16,2002031,20.02031,25403,5.0806,48137,9.6274,664.197916,14.794813,31.774512,769.367263
p80_a095_s44,80,0.95,44,100000,5000,5000,4,144,1172,1316,100000,0.949848,0.949848,89.057751,140,5,16,2011659,20.11659,25565,5.113,48099,9.6198,669.360001,16.405556,31.658538,777.129343
p80_a095_s45,80,0.95,45,100000,5000,5000,4,155,1167,1322,100000,0.945537,0.945537,88.27534,151,5,27,1990348,19.90348,24582,4.9164,45935,9.187,658.053455,15.098401,29.280343,761.353868
p80_a095_s46,80,0.95,46,100000,5000,5000,4,158,1164,1322,100000,0.945537,0.945537,88.048411,154,5,30,1997366,19.97366,24205,4.841,45528,9.1056,660.505706,14.14068,28.443719,767.325577
p90_a040_s42,90,0.4,42,100000,5000,5000,4,2778,0,2778,100000,0.399968,0.399968,0.0,2774,9,730,446855,4.46855,5000,1.0,5000,1.0,1108.514576,1.676997,2.474414,1188.667596
p90_a040_s43,90,0.4,43,100000,5000,5000,4,2778,0,2778,100000,0.399968,0.399968,0.0,2774,9,730,446565,4.46565,5000,1.0,5000,1.0,1068.663539,1.327444,2.334154,1148.3306
p90_a040_s44,90,0.4,44,100000,5000,5000,4,2778,0,2778,100000,0.399968,0.399968,0.0,2774,9,730,446633,4.46633,5000,1.0,5000,1.0,1064.350826,1.476001,2.397153,1126.739882
p90_a040_s45,90,0.4,45,100000,5000,5000,4,2778,0,2778,100000,0.399968,0.399968,0.0,2774,9,730,446906,4.46906,5000,1.0,5000,1.0,1041.22136,1.554852,2.433137,1114.890479
p90_a040_s46,90,0.4,46,100000,5000,5000,4,2778,0,2778,100000,0.399968,0.399968,0.0,2774,9,730,446944,4.46944,5000,1.0,5000,1.0,1047.497266,1.570748,2.433638,1118.437025
p90_a050_s42,90,0.5,42,100000,5000,5000,4,2223,0,2223,100000,0.499825,0.499825,0.0,2219,9,175,453369,4.53369,5000,1.0,5000,1.0,878.416537,1.430715,2.332699,951.032145
p90_a050_s43,90,0.5,43,100000,5000,5000,4,2223,0,2223,100000,0.499825,0.499825,0.0,2219,9,175,453968,4.53968,5000,1.0,5000,1.0,906.777375,1.478644,2.453287,989.908164
p90_a050_s44,90,0.5,44,100000,5000,5000,4,2223,0,2223,100000,0.499825,0.499825,0.0,2219,9,175,453946,4.53946,5000,1.0,5000,1.0,862.956249,1.446371,2.45097,943.542588
p90_a050_s45,90,0.5,45,100000,5000,5000,4,2223,0,2223,100000,0.499825,0.499825,0.0,2219,9,175,453576,4.53576,5000,1.0,5000,1.0,863.682639,1.44819,2.41958,927.805978
p90_a050_s46,90,0.5,46,100000,5000,5000,4,2223,0,2223,100000,0.499825,0.499825,0.0,2219,9,175,453202,4.53202,5000,1.0,5000,1.0,857.364472,1.535831,2.723311,938.444382
p90_a060_s42,90,0.6,42,100000,5000,5000,4,1448,462,1910,100000,0.581734,0.581734,24.188482,1444,8,424,450742,4.50742,5260,1.052,7279,1.4558,701.159749,2.303233,4.208887,784.013117
p90_a060_s43,90,0.6,43,100000,5000,5000,4,1448,463,1911,100000,0.581429,0.581429,24.228153,1444,8,424,451895,4.51895,5279,1.0558,7232,1.4464,703.686705,2.08142,4.046422,769.633677
p90_a060_s44,90,0.6,44,100000,5000,5000,4,1471,446,1917,100000,0.579609,0.579609,23.265519,1467,8,447,452183,4.52183,5235,1.047,7180,1.436,694.120239,2.345609,4.308225,761.140874
p90_a060_s45,90,0.6,45,100000,5000,5000,4,1457,445,1902,100000,0.58418,0.58418,23.396425,1453,8,433,451655,4.51655,5253,1.0506,7194,1.4388,725.063025,2.129094,4.008964,801.755703
p90_a060_s46,90,0.6,46,100000,5000,5000,4,1470,423,1893,100000,0.586958,0.586958,22.345483,1466,8,446,450484,4.50484,5219,1.0438,7068,1.4136,686.516588,1.984695,3.778225,765.798381
p90_a075_s42,90,0.75,42,100000,5000,5000,4,1113,718,1831,100000,0.606833,0.606833,39.213545,1109,8,89,538207,5.38207,5404,1.0808,8513,1.7026,539.440868,2.328989,4.295282,604.583735
p90_a075_s43,90,0.75,43,100000,5000,5000,4,1103,718,1821,100000,0.610165,0.610165,39.428885,1099,8,79,538011,5.38011,5413,1.0826,8515,1.703,549.215252,2.260279,4.519765,613.949717
p90_a075_s44,90,0.75,44,100000,5000,5000,4,1110,713,1823,100000,0.609496,0.609496,39.111355,1106,8,86,536298,5.36298,5404,1.0808,8457,1.6914,531.786621,2.233969,4.284119,608.302101
p90_a075_s45,90,0.75,45,100000,5000,5000,4,1113,716,1829,100000,0.607497,0.607497,39.147075,1109,8,89,540492,5.40492,5426,1.0852,8485,1.697,528.537158,2.329627,4.473079,605.209992
p90_a075_s46,90,0.75,46,100000,5000,5000,4,1099,724,1823,100000,0.609496,0.609496,39.714756,1095,8,75,538807,5.38807,5383,1.0766,8544,1.7088,545.904983,2.524874,4.6784,639.002551
p90_a080_s42,90,0.8,42,100000,5000,5000,4,1036,775,1811,100000,0.613535,0.613535,42.794036,1032,8,12,576717,5.76717,5433,1.0866,8796,1.7592,495.693407,2.414374,4.850854,583.415959
p90_a080_s43,90,0.8,43,100000,5000,5000,4,1031,768,1799,100000,0.617627,0.617627,42.690384,1027,8,7,577763,5.77763,5436,1.0872,8763,1.7526,490.854955,2.469902,4.831958,575.673458
p90_a080_s44,90,0.8,44,100000,5000,5000,4,1023,783,1806,100000,0.615233,0.615233,43.355482,1019,7,511,574435,5.74435,5446,1.0892,8808,1.7616,488.587436,2.464353,4.930952,571.364121
p90_a080_s45,90,0.8,45,100000,5000,5000,4,1033,776,1809,100000,0.614213,0.614213,42.896628,1029,8,9,579956,5.79956,5448,1.0896,8771,1.7542,499.441617,2.222824,4.914506,569.958033
p90_a080_s46,90,0.8,46,100000,5000,5000,4,1013,785,1798,100000,0.617971,0.617971,43.659622,1009,7,501,580888,5.80888,5483,1.0966,8915,1.783,486.21385,2.395384,4.499336,552.12491
p90_a090_s42,90,0.9,42,100000,5000,5000,4,283,1000,1283,100000,0.866026,0.866026,77.942323,279,6,27,1004432,10.04432,12997,2.5994,23611,4.7222,412.628021,7.768927,16.398878,506.512666
p90_a090_s43,90,0.9,43,100000,5000,5000,4,326,994,1320,100000,0.841751,0.841751,75.30303,322,6,70,991649,9.91649,12049,2.4098,21996,4.3992,425.548146,7.694472,15.250517,521.435968
p90_a090_s44,90,0.9,44,100000,5000,5000,4,319,999,1318,100000,0.843028,0.843028,75.796662,315,6,63,1011240,10.1124,12186,2.4372,22043,4.4086,427.679361,7.837516,15.512771,509.98721
p90_a090_s45,90,0.9,45,100000,5000,5000,4,336,983,1319,100000,0.842389,0.842389,74.526156,332,6,80,1024643,10.24643,11916,2.3832,21399,4.2798,427.817589,8.271308,15.124342,522.221023
p90_a090_s46,90,0.9,46,100000,5000,5000,4,335,988,1323,100000,0.839842,0.839842,74.67876,331,6,79,1022601,10.22601,11834,2.3668,21549,4.3098,440.135457,7.126315,15.098896,595.987826
p90_a095_s42,90,0.95,42,100000,5000,5000,4,126,1046,1172,100000,0.948047,0.948047,89.249147,122,4,62,1872478,18.72478,25164,5.0328,47189,9.4378,675.559686,17.180062,35.821704,806.263029
p90_a095_s43,90,0.95,43,100000,5000,5000,4,131,1039,1170,100000,0.949668,0.949668,88.803419,127,5,3,1975570,19.7557,23985,4.797,45202,9.0404,707.800706,16.38924,33.624338,824.78744
p90_a095_s44,90,0.95,44,100000,5000,5000,4,132,1038,1170,100000,0.949668,0.949668,88.717949,128,5,4,2000019,20.00019,24013,4.8026,44950,8.99,721.429405,16.905802,33.906791,835.689528
p90_a095_s45,90,0.95,45,100000,5000,5000,4,137,1035,1172,100000,0.948047,0.948047,88.31058,133,5,9,1901890,19.0189,23748,4.7496,44038,8.8076,699.583172,15.808953,33.47347,813.42974
p90_a095_s46,90,0.95,46,100000,5000,5000,4,132,1039,1171,100000,0.948857,0.948857,88.727583,128,5,4,1929981,19.29981,23833,4.7666,45092,9.0184,706.799775,16.597131,35.170842,817.757664
p100_a040_s42,100,0.4,42,100000,5000,5000,4,2500,0,2500,100000,0.4,0.4,0.0,2496,9,452,447590,4.4759,5000,1.0,5000,1.0,1044.40225,1.568401,2.559055,1111.130428
p100_a040_s43,100,0.4,43,100000,5000,5000,4,2500,0,2500,100000,0.4,0.4,0.0,2496,9,452,447384,4.47384,5000,1.0,5000,1.0,961.771952,1.379825,2.33241,1048.10698
p100_a040_s44,100,0.4,44,100000,5000,5000,4,2500,0,2500,100000,0.4,0.4,0.0,2496,9,452,447445,4.47445,5000,1.0,5000,1.0,959.427539,1.349735,2.439506,1041.064686
p100_a040_s45,100,0.4,45,100000,5000,5000,4,2500,0,2500,100000,0.4,0.4,0.0,2496,9,452,447571,4.47571,5000,1.0,5000,1.0,958.078074,1.369008,2.368326,1021.149016
p100_a040_s46,100,0.4,46,100000,5000,5000,4,2500,0,2500,100000,0.4,0.4,0.0,2496,9,452,447522,4.47522,5000,1.0,5000,1.0,957.115312,1.351067,2.243536,1020.494309
p100_a050_s42,100,0.5,42,100000,5000,5000,4,1966,34,2000,100000,0.5,0.5,1.7,1962,8,942,451842,4.51842,5013,1.0026,5172,1.0344,796.027051,1.653174,2.810267,859.324199
p100_a050_s43,100,0.5,43,100000,5000,5000,4,1975,25,2000,100000,0.5,0.5,1.25,1971,8,951,453471,4.53471,5008,1.0016,5116,1.0232,771.382978,1.520737,2.79216,837.521988
p100_a050_s44,100,0.5,44,100000,5000,5000,4,1967,33,2000,100000,0.5,0.5,1.65,1963,8,943,452488,4.52488,5012,1.0024,5178,1.0356,797.955542,1.838874,2.869511,877.622181
p100_a050_s45,100,0.5,45,100000,5000,5000,4,1961,39,2000,100000,0.5,0.5,1.95,1957,8,937,451366,4.51366,5013,1.0026,5183,1.0366,812.980515,1.733311,2.805445,877.152935
