experiment_id,page_size_P,alpha_max,seed,num_inserted_records,num_successful_searches,num_unsuccessful_searches,initial_buckets,final_primary_buckets,final_overflow_pages,final_total_pages,final_total_records,final_load_factor_global,real_space_utilization,overflow_page_percentage,num_splits,final_level,final_split_pointer,insert_total_page_accesses,insert_avg_page_accesses,successful_search_total_page_accesses,successful_search_avg_page_accesses,unsuccessful_search_total_page_accesses,unsuccessful_search_avg_page_accesses,insert_runtime_ms,successful_search_runtime_ms,unsuccessful_search_runtime_ms,total_runtime_ms
p30_a090_s45,30,0.9,45,100000,5000,5000,4,751,2954,3705,100000,0.899685,0.899685,79.730094,747,7,239,1238013,12.38013,15336,3.0672,27493,5.4986,488.81674,4.845988,9.112489,566.853773
p30_a090_s46,30,0.9,46,100000,5000,5000,4,749,2964,3713,100000,0.897747,0.897747,79.827633,745,7,237,1237312,12.37312,15116,3.0232,27561,5.5122,512.085679,4.055036,8.425376,623.681151
p30_a095_s42,30,0.95,42,100000,5000,5000,4,388,3124,3512,100000,0.949127,0.949127,88.952164,384,6,132,2158954,21.58954,26885,5.377,50528,10.1056,466.513021,8.355804,16.005188,553.246158
p30_a095_s43,30,0.95,43,100000,5000,5000,4,370,3148,3518,100000,0.947508,0.947508,89.482661,366,6,114,2162334,21.62334,27972,5.5944,53419,10.6838,454.361735,8.147391,15.918048,559.277482
p30_a095_s44,30,0.95,44,100000,5000,5000,4,369,3146,3515,100000,0.948317,0.948317,89.502134,365,6,113,2163034,21.63034,27824,5.5648,52423,10.4846,465.549528,8.764078,16.65795,569.741257
p30_a095_s45,30,0.95,45,100000,5000,5000,4,386,3124,3510,100000,0.949668,0.949668,89.002849,382,6,130,2156482,21.56482,27081,5.4162,51222,10.2444,452.048342,7.984695,16.241218,567.106579
p30_a095_s46,30,0.95,46,100000,5000,5000,4,384,3135,3519,100000,0.947239,0.947239,89.087809,380,6,128,2132277,21.32277,26917,5.3834,51263,10.2526,459.586428,8.257392,15.908036,559.45243
p40_a040_s42,40,0.4,42,100000,5000,5000,4,6247,3,6250,100000,0.4,0.4,0.048,6243,10,2151,454353,4.54353,5001,1.0002,5003,1.0006,2285.030916,1.020622,1.447613,2353.777425
p40_a040_s43,40,0.4,43,100000,5000,5000,4,6246,4,6250,100000,0.4,0.4,0.064,6242,10,2150,454438,4.54438,5000,1.0,5001,1.0002,2254.504096,1.147646,1.500041,2331.740846
p40_a040_s44,40,0.4,44,100000,5000,5000,4,6245,5,6250,100000,0.4,0.4,0.08,6241,10,2149,454349,4.54349,5000,1.0,5002,1.0004,2575.18345,1.31437,1.632405,2660.204564
p40_a040_s45,40,0.4,45,100000,5000,5000,4,6248,2,6250,100000,0.4,0.4,0.032,6244,10,2152,454031,4.54031,5000,1.0,5002,1.0004,2362.460189,1.346036,1.756682,2431.75861
p40_a040_s46,40,0.4,46,100000,5000,5000,4,6247,3,6250,100000,0.4,0.4,0.048,6243,10,2151,454328,4.54328,5000,1.0,5007,1.0014,2352.492532,1.303974,1.71955,2458.466055
p40_a050_s42,40,0.5,42,100000,5000,5000,4,4995,5,5000,100000,0.5,0.5,0.1,4991,10,899,458424,4.58424,5003,1.0006,5004,1.0008,1869.57658,1.09643,1.560987,1971.721804
p40_a050_s43,40,0.5,43,100000,5000,5000,4,4995,5,5000,100000,0.5,0.5,0.1,4991,10,899,458992,4.58992,5000,1.0,5001,1.0002,1967.263708,1.38651,1.89744,2053.652367
p40_a050_s44,40,0.5,44,100000,5000,5000,4,4993,7,5000,100000,0.5,0.5,0.14,4989,10,897,458117,4.58117,5000,1.0,5004,1.0008,1996.5594,1.473538,1.814855,2096.318348
p40_a050_s45,40,0.5,45,100000,5000,5000,4,4997,3,5000,100000,0.5,0.5,0.06,4993,10,901,458490,4.5849,5000,1.0,5003,1.0006,1910.557388,1.222936,1.793608,1976.592741
p40_a050_s46,40,0.5,46,100000,5000,5000,4,4997,3,5000,100000,0.5,0.5,0.06,4993,10,901,457868,4.57868,5000,1.0,5007,1.0014,1872.932616,1.105347,1.536584,1938.32588
p40_a060_s42,40,0.6,42,100000,5000,5000,4,4160,7,4167,100000,0.599952,0.599952,0.167987,4156,10,64,506594,5.06594,5003,1.0006,5009,1.0018,1540.038984,0.965065,1.607392,1628.529053
p40_a060_s43,40,0.6,43,100000,5000,5000,4,4161,6,4167,100000,0.599952,0.599952,0.143988,4157,10,65,507969,5.07969,5000,1.0,5001,1.0002,1526.877444,1.344618,1.750488,1614.552704
p40_a060_s44,40,0.6,44,100000,5000,5000,4,4159,8,4167,100000,0.599952,0.599952,0.191985,4155,10,63,506131,5.06131,5000,1.0,5004,1.0008,1466.764838,1.210077,1.588663,1535.826158
p40_a060_s45,40,0.6,45,100000,5000,5000,4,4164,3,4167,100000,0.599952,0.599952,0.071994,4160,10,68,506520,5.0652,5000,1.0,5003,1.0006,1470.797082,1.285731,1.86165,1572.497299
p40_a060_s46,40,0.6,46,100000,5000,5000,4,4164,3,4167,100000,0.599952,0.599952,0.071994,4160,10,68,504935,5.04935,5000,1.0,5007,1.0014,1518.662195,1.383225,1.772851,1644.121091
p40_a075_s42,40,0.75,42,100000,5000,5000,4,2054,1820,3874,100000,0.645328,0.645328,46.979866,2050,9,6,547030,5.4703,5938,1.1876,9445,1.889,980.067984,1.707864,3.165378,1100.876165
p40_a075_s43,40,0.75,43,100000,5000,5000,4,2054,1784,3838,100000,0.651381,0.651381,46.482543,2050,9,6,558890,5.5889,5909,1.1818,9322,1.8644,959.933869,1.690975,3.246987,1033.113912
p40_a075_s44,40,0.75,44,100000,5000,5000,4,2067,1793,3860,100000,0.647668,0.647668,46.450777,2063,9,19,551894,5.51894,5921,1.1842,9382,1.8764,1024.382898,1.887574,3.487471,1136.413464
p40_a075_s45,40,0.75,45,100000,5000,5000,4,2055,1807,3862,100000,0.647333,0.647333,46.789228,2051,9,7,563684,5.63684,5899,1.1798,9395,1.879,954.096169,1.776524,3.23322,1030.312171
p40_a075_s46,40,0.75,46,100000,5000,5000,4,2000,1827,3827,100000,0.653253,0.653253,47.739744,1996,8,976,548008,5.48008,6053,1.2106,9705,1.941,940.36391,2.068125,3.65502,1013.2672
p40_a080_s42,40,0.8,42,100000,5000,5000,4,1387,1933,3320,100000,0.753012,0.753012,58.222892,1383,8,363,691446,6.91446,7871,1.5742,12905,2.581,709.698322,2.661122,5.197193,832.412758
p40_a080_s43,40,0.8,43,100000,5000,5000,4,1338,1943,3281,100000,0.761963,0.761963,59.21975,1334,8,314,687271,6.87271,7927,1.5854,13127,2.6254,688.553251,2.484778,5.077845,805.164927
p40_a080_s44,40,0.8,44,100000,5000,5000,4,1380,1935,3315,100000,0.754148,0.754148,58.371041,1376,8,356,689032,6.89032,7818,1.5636,12917,2.5834,703.20962,2.687867,4.779792,798.203278
p40_a080_s45,40,0.8,45,100000,5000,5000,4,1378,1941,3319,100000,0.753239,0.753239,58.48147,1374,8,354,693982,6.93982,7898,1.5796,12957,2.5914,684.898488,2.500783,4.791887,756.646098
p40_a080_s46,40,0.8,46,100000,5000,5000,4,1305,1975,3280,100000,0.762195,0.762195,60.213415,1301,8,281,691665,6.91665,8059,1.6118,13420,2.684,671.916757,2.699184,5.435575,779.950956
p40_a090_s42,40,0.9,42,100000,5000,5000,4,589,2191,2780,100000,0.899281,0.899281,78.81295,585,7,77,1200870,12.0087,14076,2.8152,24891,4.9782,438.846153,4.970332,9.526936,522.609534
p40_a090_s43,40,0.9,43,100000,5000,5000,4,592,2187,2779,100000,0.899604,0.899604,78.697373,588,7,80,1210235,12.10235,13903,2.7806,24860,4.972,455.329468,5.039963,9.548854,532.368984
p40_a090_s44,40,0.9,44,100000,5000,5000,4,596,2182,2778,100000,0.899928,0.899928,78.545716,592,7,84,1204882,12.04882,13842,2.7684,24603,4.9206,441.184934,4.716254,9.357146,519.847213
p40_a090_s45,40,0.9,45,100000,5000,5000,4,575,2207,2782,100000,0.898634,0.898634,79.331416,571,7,63,1221597,12.21597,14218,2.8436,25384,5.0768,436.395036,4.751799,9.398834,511.849435
p40_a090_s46,40,0.9,46,100000,5000,5000,4,565,2219,2784,100000,0.897989,0.897989,79.70546,561,7,53,1215164,12.15164,14169,2.8338,25745,5.149,429.87105,5.091031,9.684273,507.46157
p40_a095_s42,40,0.95,42,100000,5000,5000,4,282,2357,2639,100000,0.947329,0.947329,89.314134,278,6,26,2144022,21.44022,26011,5.2022,49038,9.8076,486.690994,10.082669,19.073168,580.395459
p40_a095_s43,40,0.95,43,100000,5000,5000,4,280,2355,2635,100000,0.948767,0.948767,89.373814,276,6,24,2139524,21.39524,25816,5.1632,49073,9.8146,510.224644,9.657976,18.847364,629.145506
p40_a095_s44,40,0.95,44,100000,5000,5000,4,308,2332,2640,100000,0.94697,0.94697,88.333333,304,6,52,2143643,21.43643,24561,4.9122,45909,9.1818,487.660376,9.256848,17.717401,579.630066
p40_a095_s45,40,0.95,45,100000,5000,5000,4,269,2367,2636,100000,0.948407,0.948407,89.795144,265,6,13,2136652,21.36652,26602,5.3204,50043,10.0086,497.965667,9.91056,19.723069,604.823077
p40_a095_s46,40,0.95,46,100000,5000,5000,4,277,2366,2643,100000,0.945895,0.945895,89.519485,273,6,21,2134772,21.34772,25901,5.1802,49480,9.896,498.75256,10.036619,19.548126,623.797508
p50_a040_s42,50,0.4,42,100000,5000,5000,4,5000,0,5000,100000,0.4,0.4,0.0,4996,10,904,453022,4.53022,5000,1.0,5000,1.0,1984.468976,1.226134,1.784109,2052.701704
p50_a040_s43,50,0.4,43,100000,5000,5000,4,5000,0,5000,100000,0.4,0.4,0.0,4996,10,904,453123,4.53123,5000,1.0,5000,1.0,1981.399342,1.345575,1.620737,2062.793556
p50_a040_s44,50,0.4,44,100000,5000,5000,4,5000,0,5000,100000,0.4,0.4,0.0,4996,10,904,452694,4.52694,5000,1.0,5000,1.0,1942.655707,1.675764,2.146788,2033.747221
p50_a040_s45,50,0.4,45,100000,5000,5000,4,5000,0,5000,100000,0.4,0.4,0.0,4996,10,904,452902,4.52902,5000,1.0,5000,1.0,1895.859793,1.111483,1.569152,2011.317415
p50_a040_s46,50,0.4,46,100000,5000,5000,4,5000,0,5000,100000,0.4,0.4,0.0,4996,10,904,452765,4.52765,5000,1.0,5000,1.0,1895.410013,1.311936,1.683294,1963.224301
p50_a050_s42,50,0.5,42,100000,5000,5000,4,3927,73,4000,100000,0.5,0.5,1.825,3923,9,1879,458829,4.58829,5023,1.0046,5189,1.0378,1690.72759,1.192888,1.813309,1758.908655
p50_a050_s43,50,0.5,43,100000,5000,5000,4,3932,68,4000,100000,0.5,0.5,1.7,3928,9,1884,459737,4.59737,5024,1.0048,5169,1.0338,1556.304911,1.021882,1.630825,1672.878341
p50_a050_s44,50,0.5,44,100000,5000,5000,4,3926,74,4000,100000,0.5,0.5,1.85,3922,9,1878,458499,4.58499,5012,1.0024,5194,1.0388,1521.745569,1.160268,1.755865,1602.115045
p50_a050_s45,50,0.5,45,100000,5000,5000,4,3928,72,4000,100000,0.5,0.5,1.8,3924,9,1880,458376,4.58376,5026,1.0052,5186,1.0372,1525.084984,1.386556,2.000343,1641.094144
p50_a050_s46,50,0.5,46,100000,5000,5000,4,3924,77,4001,100000,0.499875,0.499875,1.924519,3920,9,1876,457520,4.5752,5016,1.0032,5181,1.0362,1540.631435,1.121692,1.669557,1636.480499
p50_a060_s42,50,0.6,42,100000,5000,5000,4,2861,474,3335,100000,0.5997,0.5997,14.212894,2857,9,813,463757,4.63757,5131,1.0262,6173,1.2346,1228.437828,1.642414,2.609153,1330.894004
p50_a060_s43,50,0.6,43,100000,5000,5000,4,2800,539,3339,100000,0.598982,0.598982,16.142558,2796,9,752,462471,4.62471,5146,1.0292,6301,1.2602,1280.036038,1.614892,2.678705,1356.740653
p50_a060_s44,50,0.6,44,100000,5000,5000,4,2851,494,3345,100000,0.597907,0.597907,14.768311,2847,9,803,463648,4.63648,5134,1.0268,6223,1.2446,1287.417924,1.458319,2.522809,1366.841238
p50_a060_s45,50,0.6,45,100000,5000,5000,4,2807,531,3338,100000,0.599161,0.599161,15.907729,2803,9,759,461724,4.61724,5139,1.0278,6292,1.2584,1216.4667,1.776193,2.950588,1284.711315
p50_a060_s46,50,0.6,46,100000,5000,5000,4,2822,520,3342,100000,0.598444,0.598444,15.559545,2818,9,774,459222,4.59222,5140,1.028,6257,1.2514,1238.65337,1.608036,2.662614,1333.002143
p50_a075_s42,50,0.75,42,100000,5000,5000,4,2108,776,2884,100000,0.693481,0.693481,26.907074,2104,9,60,566959,5.66959,5220,1.044,6896,1.3792,849.912022,4.188155,6.99717,988.12358
p50_a075_s43,50,0.75,43,100000,5000,5000,4,2095,813,2908,100000,0.687758,0.687758,27.957359,2091,9,47,567500,5.675,5224,1.0448,7029,1.4058,824.423482,1.892084,3.147392,937.060925
p50_a075_s44,50,0.75,44,100000,5000,5000,4,2115,782,2897,100000,0.690369,0.690369,26.993441,2111,9,67,567545,5.67545,5212,1.0424,6951,1.3902,851.445253,1.781674,3.115399,958.696175
p50_a075_s45,50,0.75,45,100000,5000,5000,4,2116,818,2934,100000,0.681663,0.681663,27.880027,2112,9,68,571849,5.71849,5220,1.044,6981,1.3962,829.207773,1.906964,3.061868,955.313725
p50_a075_s46,50,0.75,46,100000,5000,5000,4,2096,798,2894,100000,0.691085,0.691085,27.574292,2092,9,48,569803,5.69803,5204,1.0408,6947,1.3894,823.167814,1.703414,3.144852,926.464439
p50_a080_s42,50,0.8,42,100000,5000,5000,4,1515,1132,2647,100000,0.755572,0.755572,42.765395,1511,8,491,677654,6.77654,6433,1.2866,9705,1.941,649.599254,2.403483,4.596072,720.66658
p50_a080_s43,50,0.8,43,100000,5000,5000,4,1496,1132,2628,100000,0.761035,0.761035,43.074581,1492,8,472,690537,6.90537,6463,1.2926,9593,1.9186,636.623302,2.376612,4.301875,733.425183
p50_a080_s44,50,0.8,44,100000,5000,5000,4,1468,1158,2626,100000,0.761615,0.761615,44.097487,1464,8,444,693938,6.93938,6570,1.314,9761,1.9522,609.499416,2.699144,4.516194,704.529522
p50_a080_s45,50,0.8,45,100000,5000,5000,4,1535,1128,2663,100000,0.751033,0.751033,42.358243,1531,8,511,702250,7.0225,6430,1.286,9502,1.9004,604.192859,2.341752,4.136516,679.476704
p50_a080_s46,50,0.8,46,100000,5000,5000,4,1506,1140,2646,100000,0.755858,0.755858,43.0839,1502,8,482,709108,7.09108,6440,1.288,9608,1.9216,589.980227,2.479995,4.415294,687.368213
p50_a090_s42,50,0.9,42,100000,5000,5000,4,541,1703,2244,100000,0.891266,0.891266,75.891266,537,7,29,1181756,11.81756,12222,2.4444,21228,4.2456,421.436503,4.857409,8.950593,496.745603
p50_a090_s43,50,0.9,43,100000,5000,5000,4,524,1704,2228,100000,0.897666,0.897666,76.481149,520,7,12,1184885,11.84885,12254,2.4508,21502,4.3004,415.009741,4.909511,9.30046,517.36112
p50_a090_s44,50,0.9,44,100000,5000,5000,4,550,1681,2231,100000,0.896459,0.896459,75.347378,546,7,38,1206363,12.06363,12078,2.4156,20889,4.1778,430.312082,4.571502,9.053877,520.850499
p50_a090_s45,50,0.9,45,100000,5000,5000,4,513,1720,2233,100000,0.895656,0.895656,77.026422,509,7,1,1211132,12.11132,12446,2.4892,21750,4.35,423.886806,4.605525,9.811948,500.511499
p50_a090_s46,50,0.9,46,100000,5000,5000,4,502,1733,2235,100000,0.894855,0.894855,77.53915,498,6,246,1184528,11.84528,12788,2.5576,22637,4.5274,423.557028,5.225449,10.71059,530.574465
p50_a095_s42,50,0.95,42,100000,5000,5000,4,222,1884,2106,100000,0.949668,0.949668,89.458689,218,5,94,2108674,21.08674,27533,5.5066,51809,10.3618,539.025191,13.213703,24.361529,645.148532
p50_a095_s43,50,0.95,43,100000,5000,5000,4,216,1890,2106,100000,0.949668,0.949668,89.74359,212,5,88,2168051,21.68051,28186,5.6372,54056,10.8112,555.725591,13.072032,25.094566,661.882131
p50_a095_s44,50,0.95,44,100000,5000,5000,4,235,1874,2109,100000,0.948317,0.948317,88.857278,231,5,107,2134244,21.34244,25650,5.13,48160,9.632,556.142205,10.945254,21.165755,679.524953
p50_a095_s45,50,0.95,45,100000,5000,5000,4,237,1883,2120,100000,0.943396,0.943396,88.820755,233,5,109,2128203,21.28203,25384,5.0768,47368,9.4736,538.943468,11.009373,21.292557,658.888994
p50_a095_s46,50,0.95,46,100000,5000,5000,4,223,1889,2112,100000,0.94697,0.94697,89.441288,219,5,95,2102519,21.02519,27195,5.439,51621,10.3242,537.800685,11.501521,21.812451,630.986351
p60_a040_s42,60,0.4,42,100000,5000,5000,4,4167,0,4167,100000,0.399968,0.399968,0.0,4163,10,71,457461,4.57461,5000,1.0,5000,1.0,1561.593703,1.525931,1.900783,1625.403643
p60_a040_s43,60,0.4,43,100000,5000,5000,4,4167,0,4167,100000,0.399968,0.399968,0.0,4163,10,71,457679,4.57679,5000,1.0,5000,1.0,1525.855581,0.939662,1.611335,1612.924132
p60_a040_s44,60,0.4,44,100000,5000,5000,4,4167,0,4167,100000,0.399968,0.399968,0.0,4163,10,71,457271,4.57271,5000,1.0,5000,1.0,1530.086879,1.302397,1.791919,1615.968446
p60_a040_s45,60,0.4,45,100000,5000,5000,4,4167,0,4167,100000,0.399968,0.399968,0.0,4163,10,71,457234,4.57234,5000,1.0,5000,1.0,1564.649325,1.230648,1.668303,1639.571775
p60_a040_s46,60,0.4,46,100000,5000,5000,4,4167,0,4167,100000,0.399968,0.399968,0.0,4163,10,71,457348,4.57348,5000,1.0,5000,1.0,1599.118737,1.491479,2.191985,1662.088709
p60_a050_s42,60,0.5,42,100000,5000,5000,4,3294,40,3334,100000,0.4999,0.4999,1.19976,3290,9,1246,450597,4.50597,5007,1.0014,5100,1.02,1231.617031,1.27202,1.954885,1306.016868
p60_a050_s43,60,0.5,43,100000,5000,5000,4,3285,49,3334,100000,0.4999,0.4999,1.469706,3281,9,1237,450576,4.50576,5006,1.0012,5131,1.0262,1299.077207,1.224065,2.163458,1360.678631
p60_a050_s44,60,0.5,44,100000,5000,5000,4,3292,42,3334,100000,0.4999,0.4999,1.259748,3288,9,1244,450701,4.50701,5008,1.0016,5089,1.0178,1321.73979,1.519102,2.756434,1486.922569
p60_a050_s45,60,0.5,45,100000,5000,5000,4,3300,34,3334,100000,0.4999,0.4999,1.019796,3296,9,1252,450985,4.50985,5003,1.0006,5088,1.0176,1235.793031,1.325277,2.117909,1314.848497
p60_a050_s46,60,0.5,46,100000,5000,5000,4,3305,29,3334,100000,0.4999,0.4999,0.869826,3301,9,1257,450743,4.50743,5003,1.0006,5074,1.0148,1287.866644,1.554343,2.327524,1362.581124
p60_a060_s42,60,0.6,42,100000,5000,5000,4,2713,67,2780,100000,0.59952,0.59952,2.410072,2709,9,665,482443,4.82443,5015,1.003,5177,1.0354,1000.927969,1.462365,2.433466,1080.035747
p60_a060_s43,60,0.6,43,100000,5000,5000,4,2687,91,2778,100000,0.599952,0.599952,3.275738,2683,9,639,482230,4.8223,5013,1.0026,5215,1.043,1006.019067,1.450446,2.340613,1092.289188
p60_a060_s44,60,0.6,44,100000,5000,5000,4,2706,72,2778,100000,0.599952,0.599952,2.591793,2702,9,658,481521,4.81521,5014,1.0028,5153,1.0306,988.667613,1.386234,2.231066,1058.821222
p60_a060_s45,60,0.6,45,100000,5000,5000,4,2718,60,2778,100000,0.599952,0.599952,2.159827,2714,9,670,482458,4.82458,5013,1.0026,5151,1.0302,993.028455,1.31809,2.252462,1082.368096
p60_a060_s46,60,0.6,46,100000,5000,5000,4,2712,66,2778,100000,0.599952,0.599952,2.37581,2708,9,664,478574,4.78574,5008,1.0016,5160,1.032,1003.699843,1.468127,2.267784,1080.68279
p60_a075_s42,60,0.75,42,100000,5000,5000,4,2113,111,2224,100000,0.7494,0.7494,4.991007,2109,9,65,604820,6.0482,5020,1.004,5274,1.0548,669.35198,1.801707,2.989485,748.792881
p60_a075_s43,60,0.75,43,100000,5000,5000,4,2112,111,2223,100000,0.749738,0.749738,4.993252,2108,9,64,606897,6.06897,5014,1.0028,5258,1.0516,678.957125,1.339826,2.445665,777.102051
p60_a075_s44,60,0.75,44,100000,5000,5000,4,2122,101,2223,100000,0.749738,0.749738,4.54341,2118,9,74,606078,6.06078,5017,1.0034,5219,1.0438,697.912303,1.383079,2.537449,759.937738
p60_a075_s45,60,0.75,45,100000,5000,5000,4,2130,93,2223,100000,0.749738,0.749738,4.183536,2126,9,82,608834,6.08834,5023,1.0046,5241,1.0482,680.298592,1.513639,2.551126,748.786876
p60_a075_s46,60,0.75,46,100000,5000,5000,4,2122,101,2223,100000,0.749738,0.749738,4.54341,2118,9,74,609561,6.09561,5012,1.0024,5244,1.0488,698.757076,1.812737,2.795173,778.265593
p60_a080_s42,60,0.8,42,100000,5000,5000,4,1293,791,2084,100000,0.799744,0.799744,37.955854,1289,8,269,663330,6.6333,6445,1.289,8777,1.7554,547.450255,2.356774,4.582602,613.570453
p60_a080_s43,60,0.8,43,100000,5000,5000,4,1301,782,2083,100000,0.800128,0.800128,37.542007,1297,8,277,672066,6.72066,6384,1.2768,8691,1.7382,552.151051,2.104157,3.981628,620.4711
p60_a080_s44,60,0.8,44,100000,5000,5000,4,1281,804,2085,100000,0.799361,0.799361,38.561151,1277,8,257,696027,6.96027,6452,1.2904,8841,1.7682,523.165095,2.230983,4.513108,603.558061
p60_a080_s45,60,0.8,45,100000,5000,5000,4,1234,850,2084,100000,0.799744,0.799744,40.786948,1230,8,210,699579,6.99579,6569,1.3138,9109,1.8218,507.490527,2.345357,4.252616,577.994189
p60_a080_s46,60,0.8,46,100000,5000,5000,4,1231,853,2084,100000,0.799744,0.799744,40.930902,1227,8,207,710055,7.10055,6529,1.3058,9105,1.821,518.57426,2.353323,4.527684,585.079073
p60_a090_s42,60,0.9,42,100000,5000,5000,4,395,1492,1887,100000,0.883236,0.883236,79.067303,391,6,139,1144092,11.44092,14566,2.9132,26369,5.2738,410.975471,6.880769,13.30895,490.127262
p60_a090_s43,60,0.9,43,100000,5000,5000,4,423,1495,1918,100000,0.868961,0.868961,77.945777,419,6,167,1134390,11.3439,13640,2.728,24905,4.981,420.713221,6.520793,12.376723,523.428555
p60_a090_s44,60,0.9,44,100000,5000,5000,4,427,1493,1920,100000,0.868056,0.868056,77.760417,423,6,171,1142938,11.42938,13565,2.713,24371,4.8742,415.902695,5.921963,12.118243,498.119404
p60_a090_s45,60,0.9,45,100000,5000,5000,4,398,1486,1884,100000,0.884643,0.884643,78.874735,394,6,142,1159071,11.59071,14498,2.8996,26284,5.2568,418.618016,6.709914,13.587779,512.576956
p60_a090_s46,60,0.9,46,100000,5000,5000,4,426,1487,1913,100000,0.871232,0.871232,77.731312,422,6,170,1134027,11.34027,13501,2.7002,24575,4.915,412.01812,6.189682,12.231443,497.888207
p60_a095_s42,60,0.95,42,100000,5000,5000,4,187,1574,1761,100000,0.946432,0.946432,89.381034,183,5,59,2065141,20.65141,27759,5.5518,52572,10.5144,568.506484,13.231556,26.041945,687.784969
p60_a095_s43,60,0.95,43,100000,5000,5000,4,190,1567,1757,100000,0.948587,0.948587,89.186113,186,5,62,2105057,21.05057,27202,5.4404,52073,10.4146,595.431944,13.086107,26.852127,697.442542
p60_a095_s44,60,0.95,44,100000,5000,5000,4,184,1575,1759,100000,0.947508,0.947508,89.539511,180,5,56,2101128,21.01128,28358,5.6716,53442,10.6884,579.587893,14.592167,27.973897,683.183541
p60_a095_s45,60,0.95,45,100000,5000,5000,4,192,1567,1759,100000,0.947508,0.947508,89.084707,188,5,64,2096766,20.96766,27345,5.469,51343,10.2686,577.303849,13.073589,24.676158,692.637063
p60_a095_s46,60,0.95,46,100000,5000,5000,4,190,1574,1764,100000,0.944822,0.944822,89.229025,186,5,62,2051987,20.51987,27253,5.4506,52212,10.4424,578.934157,12.901664,26.495431,696.142334
p70_a040_s42,70,0.4,42,100000,5000,5000,4,3569,3,3572,100000,0.399936,0.399936,0.083987,3565,9,1521,451262,4.51262,5002,1.0004,5007,1.0014,1383.67478,1.927823,2.692959,1462.582563
p70_a040_s43,70,0.4,43,100000,5000,5000,4,3571,1,3572,100000,0.399936,0.399936,0.027996,3567,9,1523,451530,4.5153,5000,1.0,5005,1.001,1399.069943,1.373854,1.977184,1481.411291
p70_a040_s44,70,0.4,44,100000,5000,5000,4,3571,1,3572,100000,0.399936,0.399936,0.027996,3567,9,1523,451417,4.51417,5000,1.0,5003,1.0006,1320.592554,1.17354,1.859297,1394.528559
p70_a040_s45,70,0.4,45,100000,5000,5000,4,3572,0,3572,100000,0.399936,0.399936,0.0,3568,9,1524,451605,4.51605,5000,1.0,5000,1.0,1324.672867,1.570324,2.116851,1387.428028
p70_a040_s46,70,0.4,46,100000,5000,5000,4,3572,0,3572,100000,0.399936,0.399936,0.0,3568,9,1524,451639,4.51639,5000,1.0,5000,1.0,1400.376059,1.390678,1.886474,1483.038255
p70_a050_s42,70,0.5,42,100000,5000,5000,4,2855,3,2858,100000,0.49985,0.49985,0.104969,2851,9,807,449866,4.49866,5002,1.0004,5007,1.0014,1085.932012,1.273945,2.209867,1148.714672
p70_a050_s43,70,0.5,43,100000,5000,5000,4,2854,4,2858,100000,0.49985,0.49985,0.139958,2850,9,806,449865,4.49865,5000,1.0,5015,1.003,1067.854944,1.286306,2.171547,1145.908881
p70_a050_s44,70,0.5,44,100000,5000,5000,4,2854,4,2858,100000,0.49985,0.49985,0.139958,2850,9,806,449988,4.49988,5000,1.0,5009,1.0018,1074.592323,1.364654,2.324479,1151.100913
p70_a050_s45,70,0.5,45,100000,5000,5000,4,2857,1,2858,100000,0.49985,0.49985,0.03499,2853,9,809,450060,4.5006,5000,1.0,5001,1.0002,1085.183352,1.487736,2.401675,1164.055611
p70_a050_s46,70,0.5,46,100000,5000,5000,4,2855,3,2858,100000,0.49985,0.49985,0.104969,2851,9,807,449544,4.49544,5000,1.0,5011,1.0022,1071.236015,1.303545,2.102204,1152.225846
p70_a060_s42,70,0.6,42,100000,5000,5000,4,2378,3,2381,100000,0.599988,0.599988,0.125997,2374,9,330,493014,4.93014,5002,1.0004,5007,1.0014,901.049985,1.386512,2.40632,1022.737661
p70_a060_s43,70,0.6,43,100000,5000,5000,4,2377,4,2381,100000,0.599988,0.599988,0.167997,2373,9,329,493872,4.93872,5000,1.0,5015,1.003,842.377872,1.432747,2.348465,921.076847
p70_a060_s44,70,0.6,44,100000,5000,5000,4,2375,6,2381,100000,0.599988,0.599988,0.251995,2371,9,327,493046,4.93046,5000,1.0,5015,1.003,859.364589,1.639584,2.369656,921.691105
p70_a060_s45,70,0.6,45,100000,5000,5000,4,2378,3,2381,100000,0.599988,0.599988,0.125997,2374,9,330,492703,4.92703,5000,1.0,5004,1.0008,886.43873,1.448862,2.42565,961.487591
p70_a060_s46,70,0.6,46,100000,5000,5000,4,2378,3,2381,100000,0.599988,0.599988,0.125997,2374,9,330,489284,4.89284,5000,1.0,5011,1.0022,899.160194,1.60954,2.527778,962.613214
p70_a075_s42,70,0.75,42,100000,5000,5000,4,1099,946,2045,100000,0.698568,0.698568,46.259169,1095,8,75,526966,5.26966,6368,1.2736,9600,1.92,596.55044,2.315424,4.631947,663.464234
p70_a075_s43,70,0.75,43,100000,5000,5000,4,1084,963,2047,100000,0.697885,0.697885,47.044455,1080,8,60,527203,5.27203,6348,1.2696,9717,1.9434,584.401237,2.295266,4.665723,661.073035
p70_a075_s44,70,0.75,44,100000,5000,5000,4,1076,970,2046,100000,0.698227,0.698227,47.40958,1072,8,52,526777,5.26777,6336,1.2672,9730,1.946,587.707176,2.510732,4.560236,670.945098
